Date,Mean Temp C,Mean Min Temp C,Mean Max Temp C,Abs Min Temp C,Abs Max Temp C,Projected
2017-06-11,24.67000701301019,19.42942933062992,29.77922733908437,0.0,38.3,False
2017-06-10,23.96531235438083,18.308455368420113,29.22110471719665,0.0,37.8,False
2017-06-09,22.18931013546642,16.111488292477823,27.785538174329858,0.0,40.6,False
2017-06-08,21.082876482978474,16.21496522207498,25.99639493142643,0.0,39.4,False
2017-06-07,21.454118876116475,16.737573419488125,26.341564012247257,0.0,40.6,False
2017-06-06,21.57667538623699,17.23027010010058,26.292648097124438,0.0,41.1,False
2017-06-05,21.843119553564087,18.062541224346724,26.653504564929097,0.0,41.7,False
2017-06-04,23.003294402651814,18.49496404203909,28.57610162923535,0.0,41.7,False
2017-06-03,22.931934744040493,17.559191010451126,28.567843804997164,0.0,41.1,False
2017-06-02,22.568098212996105,17.046694369617107,28.63296174960434,0.0,37.8,False
2017-06-01,22.14566437207098,17.153728880957065,27.268910851698287,0.0,36.7,False
2017-05-31,21.60132331777408,17.018090423855284,27.220111144119702,0.0,37.8,False
2017-05-30,20.516540926663044,16.145095827144598,24.993360005839666,0.0,37.8,False
2017-05-29,20.854207064891263,16.616906007631457,25.92887555901775,0.0,39.4,False
2017-05-28,21.6684477466466,16.80445672448543,26.910174251341726,0.0,37.8,False
2017-05-27,21.89249108787079,17.105145711427898,26.666874771992845,0.0,35.6,False
2017-05-26,20.784547557071438,15.976963729811333,25.926789144028355,0.0,35.0,False
2017-05-25,18.97812253169052,14.603960197618555,23.50768884130337,0.0,37.8,False
2017-05-24,19.165189823044045,14.758425526914019,24.13512637644666,0.0,41.7,False
2017-05-23,20.262538003280728,16.06596995957851,25.495698529395657,0.0,39.4,False
2017-05-22,20.00647551800678,15.462990911600752,24.977637567033945,0.0,39.4,False
2017-05-21,20.87297834647124,15.779296211189209,26.39203359164535,0.0,37.8,False
2017-05-20,21.235406703071423,15.890858543842443,26.875893713419313,0.0,33.90000000000001,False
2017-05-19,22.654897276933685,17.011231941039203,28.36120630278031,0.0,35.0,False
2017-05-18,23.380026426117087,18.290807772580486,28.37775507675266,0.0,35.6,False
2017-05-17,22.592059073893278,16.91669684883509,28.00371874809322,0.0,34.4,False
2017-05-16,20.734622038166748,14.992845196519848,26.09081354063802,0.0,31.7,False
2017-05-15,19.457391853904433,13.979145486104997,24.730091469267972,0.0,31.7,False
2017-05-14,18.645822548773985,12.437026336582376,24.65501368745081,0.0,33.3,False
2017-05-13,17.578559809764343,12.32675403524369,22.783640899614795,-0.6,36.1,False
2017-05-12,17.584311418046973,13.651905115916177,22.21629814239974,0.0,35.6,False
2017-05-11,18.760544101876334,14.537322587448617,23.426795421846254,0.0,31.7,False
2017-05-10,18.44657271652303,14.102578998055858,23.284646121104807,0.0,30.6,False
2017-05-09,17.143923093448866,11.965311114989222,22.13248514661916,0.0,31.1,False
2017-05-08,16.187769904983526,10.048507205967457,22.162014815872578,-1.1,30.0,False
2017-05-07,15.369157294987186,10.316055505403314,20.342378797085736,0.0,31.1,False
2017-05-06,16.821643146234617,11.142284674370023,21.728777827028217,0.0,36.1,False
2017-05-05,17.129563033099473,12.44659320149968,22.170054987962242,0.0,41.1,False
2017-05-04,17.20051914203195,12.368077873577928,22.7398906404056,0.0,38.9,False
2017-05-03,18.84823485886963,13.27645140512436,24.09752803528211,0.0,36.7,False
2017-05-02,19.53237717178545,13.599257694642349,25.346516077481823,0.0,35.6,False
2017-05-01,18.414855853418544,12.423375964899515,24.86930983880561,0.0,34.4,False
2017-04-30,18.014327909713796,12.906100801425124,23.602645757211548,-1.7,30.6,False
2017-04-29,20.73292299914464,15.601501438305261,25.927037891187627,-1.7,32.8,False
2017-04-28,20.087731590035993,14.559837126085398,25.639213745749384,-1.1,32.2,False
2017-04-27,17.966908909354085,12.562617368376854,23.29543252989657,0.0,31.7,False
2017-04-26,18.38069659461759,13.148145198029523,23.489933760672955,-2.8,32.2,False
2017-04-25,17.760769647412292,13.03994944811624,22.278238735139993,-0.6,30.6,False
2017-04-24,15.928234984845465,10.674965922909172,20.992834419785172,0.0,32.8,False
2017-04-23,15.7884755788186,10.679278874152693,21.52826210269181,0.0,36.7,False
2017-04-22,16.574198012769436,11.803256994029175,21.392043384116814,0.0,34.4,False
2017-04-21,18.128041007983054,13.042898564849573,23.395688593560106,0.0,34.4,False
2017-04-20,18.824136808173183,13.834800252474706,24.607449553680564,0.0,33.3,False
2017-04-19,17.660653587988556,13.369194731193026,22.375144497920644,-0.6,31.7,False
2017-04-18,17.919398114617806,13.216412907902802,23.228411651087576,0.0,33.9,False
2017-04-17,18.78870699188002,14.453845588331859,23.763718178286144,0.0,33.9,False
2017-04-16,20.42814651243402,14.70699831076861,26.22129606660914,0.0,31.7,False
2017-04-15,18.871850764082826,13.040140414546777,24.44871965900175,-0.6,31.1,False
2017-04-14,17.201691773246623,12.1642744980957,22.705550392725975,0.0,31.1,False
2017-04-13,17.143902098607565,12.036662940156889,22.313908215026366,0.0,33.9,False
2017-04-12,17.595071921846085,12.189167275758917,23.298086200176012,0.0,32.2,False
2017-04-11,17.594148989328914,12.252282754240863,23.087017093693156,-1.1,30.6,False
2017-04-10,17.83910331323371,11.416968627039253,24.07800376202316,-4.4,28.3,False
2017-04-09,16.351590456974275,10.011328991382445,22.805497836148273,-1.1,28.9,False
2017-04-08,14.250231975407129,8.023476544649746,20.062761159191975,-1.7,30.0,False
2017-04-07,13.594187651557815,8.867047903524888,18.511498089219124,0.0,32.2,False
2017-04-06,13.764934065848138,8.896296324535289,19.123815672303927,-0.6,32.8,False
2017-04-05,15.508619015197429,10.126343428679986,21.34378824010452,-2.2,29.4,False
2017-04-04,16.346862613163903,11.709723990066921,21.628049232610675,-1.7,30.6,False
2017-04-03,15.509021109605111,10.71513648344179,20.658140091963105,-3.3,30.0,False
2017-04-02,15.148082629453016,9.81022878587954,21.373947117334016,-0.6,28.3,False
2017-04-01,13.68338068903716,8.717821511078904,18.692915371065116,-0.6,27.2,False
2017-03-31,13.238615037607097,8.94647103808531,18.18391373490693,-0.6,30.0,False
2017-03-30,14.363677657304569,10.161145792259688,19.012416286523525,-0.6,31.7,False
2017-03-29,15.750167990309029,10.583738068667222,21.23172136963007,0.0,28.9,False
2017-03-28,15.294681491568877,11.225089646739518,19.596261064800252,0.0,28.3,False
